,country,article_name,revision_id,article_quality_est.,population
7445,Canada,Reza Moridi,799929020.0,C,38190000
7446,Canada,Richard Nerysoo,799942318.0,Start,38190000
7447,Canada,Rick Laliberte,799947874.0,Start,38190000
7448,Canada,Paul Godfrey,799963923.0,C,38190000
7449,Canada,Roger Teillet,799990898.0,C,38190000
7450,Canada,Russell Doern,800019168.0,C,38190000
7451,Canada,Dan Biocchi,800020168.0,Start,38190000
7452,Canada,Tymofei Koreichuk,800029158.0,Start,38190000
7453,Canada,Salma Ataullahjan,800056169.0,Start,38190000
7454,Canada,Saul Cherniack,800080920.0,C,38190000
7455,Canada,Saulie Zajdel,800081033.0,C,38190000
7456,Canada,Serge Kujawa,800116795.0,Stub,38190000
7457,Canada,Shelly Glover,800142250.0,Start,38190000
7458,Canada,Michael Coteau,800151703.0,Start,38190000
7459,Canada,Sidney Green (politician),800160770.0,C,38190000
7460,Canada,Don Getty,800266135.0,FA,38190000
7461,Canada,Aida McAnn Flemming,800283381.0,C,38190000
7462,Canada,Dona Cadman,800287023.0,C,38190000
7463,Canada,Jack Kavanagh (politician),800314476.0,Stub,38190000
7464,Canada,Mifflin Wistar Gibbs,800360207.0,C,38190000
7465,Canada,Douglas Wilson (activist),800419860.0,Start,38190000
7466,Canada,Doyle Vermette,800450841.0,Start,38190000
7467,Canada,Dean Del Mastro,800492990.0,B,38190000
7468,Canada,Ravi Kahlon,800568029.0,Start,38190000
7469,Canada,John Robarts,800599813.0,C,38190000
7470,Canada,Oliver Mowat,800599833.0,C,38190000
7471,Canada,Brian Bowman (politician),800608742.0,Start,38190000
7472,Canada,Michelle Stilwell,800618415.0,C,38190000
7473,Canada,Stephen Khan,800694573.0,Stub,38190000
7474,Canada,Stuart Parker (politician),800714107.0,C,38190000
7475,Canada,Rod Bruinooge,800714862.0,C,38190000
7476,Canada,Ian Strachan (Newfoundland and Labrador politician),800767398.0,Stub,38190000
7477,Canada,Linda Thom,800796896.0,Start,38190000
7478,Canada,Thomas Steen,800857103.0,B,38190000
7479,Canada,Tom Long (politician),800996120.0,Start,38190000
7480,Canada,Tom Marshall (politician),800996246.0,C,38190000
7481,Canada,Tom Pentefountas,800996740.0,Start,38190000
7482,Canada,Tony Whitford,801005062.0,Start,38190000
7483,Canada,Ulrick Chérubin,801052215.0,C,38190000
7484,Canada,Kevin Clarke (politician),801062222.0,C,38190000
7485,Canada,Victor Goldbloom,801107972.0,C,38190000
7486,Canada,Amor De Cosmos,801119577.0,C,38190000
7487,Canada,Vivian Bercovici,801131548.0,Stub,38190000
7488,Canada,Mitzie Hunter,801137682.0,Start,38190000
7489,Canada,Wajid Khan (Canadian politician),801147129.0,C,38190000
7490,Canada,Bob Simpson (Canadian football),801150692.0,Start,38190000
7491,Canada,Monarchism in Canada,801229953.0,FA,38190000
7492,Canada,William Peyton Hubbard,801262263.0,GA,38190000
7493,Canada,William Tobias,801265957.0,Stub,38190000
7494,Canada,Howie Meeker,801311738.0,C,38190000
7495,Canada,Yolande James,801315125.0,C,38190000
7496,Canada,Zanana Akande,801330223.0,GA,38190000
7497,Canada,Chrétien: The Will to Win,801420063.0,Stub,38190000
7498,Canada,David Sprague,801435411.0,Stub,38190000
7499,Canada,James Bourque,801445314.0,Start,38190000
7500,Canada,List of the first LGBT holders of political offices in Canada,801478113.0,B,38190000
7501,Canada,Elzéar Goulet,801509285.0,Start,38190000
7502,Canada,Lenore Zann,801552187.0,C,38190000
7503,Canada,Sinclair Stevens,801577882.0,C,38190000
7504,Canada,Seymour Trieger,801613552.0,Stub,38190000
7505,Canada,El-Farouk Khaki,801687001.0,C,38190000
7506,Canada,Red Kelly,801719057.0,C,38190000
7507,Canada,Mel Hurtig,801801385.0,C,38190000
7508,Canada,Izzy Asper,801827214.0,C,38190000
7509,Canada,Adam Olsen,801839290.0,Stub,38190000
7510,Canada,Eric Robinson (Canadian politician),801889106.0,Start,38190000
7511,Canada,Vivienne Poy,801959410.0,Start,38190000
7512,Canada,Marvin Rotrand,801986366.0,Start,38190000
7513,Canada,Charles Tupper,801986687.0,FA,38190000
7514,Canada,Errick Willis,801987339.0,C,38190000
7515,Canada,Hector-Louis Langevin,801993546.0,C,38190000
7516,Canada,Paul Joseph James Martin,801997418.0,C,38190000
7517,Canada,Norman Kwong,802049787.0,C,38190000
7518,Canada,Mark Adler (politician),802077342.0,Start,38190000
7519,Canada,Lise Thibault,802249682.0,C,38190000
7520,Canada,Peter Fonseca,802312628.0,Start,38190000
7521,Canada,Viola Wyse,802355647.0,C,38190000
7522,Canada,Lionel Conacher,802361813.0,GA,38190000
7523,Canada,Marie-Françoise Mégie,802394961.0,Stub,38190000
7524,Canada,Greg Joy,802395362.0,Start,38190000
7525,Canada,Emmanuel Dubourg,802395814.0,Start,38190000
7526,Canada,Ezekiel Hart,802517397.0,GA,38190000
7527,Canada,James Gladstone,802527892.0,Start,38190000
7528,Canada,Peter Ittinuar,802627124.0,Start,38190000
7529,Canada,Michael Strange (boxer),802640657.0,Start,38190000
7530,Canada,Robert Libman,802702841.0,Start,38190000
7531,Canada,James Reid (Newfoundland politician),802877579.0,Stub,38190000
7532,Canada,Lucien Bouchard,803111371.0,C,38190000
7533,Canada,Richard Legendre,803282748.0,Start,38190000
7534,Canada,Marc-Boris St-Maurice,803374653.0,Start,38190000
7535,Canada,Don Meredith (politician),803645146.0,GA,38190000
7536,Canada,Gila Martow,803652579.0,Start,38190000
7537,Canada,John McCreedy,803710066.0,Stub,38190000
7538,Canada,Monte Kwinter,803872492.0,GA,38190000
7539,Canada,Ike Awgu,803918443.0,Start,38190000
7540,Canada,Nerene Virgin,803930779.0,C,38190000
7541,Canada,Frederick Carter,803934729.0,Start,38190000
7542,Canada,Bob McLeod (politician),803946300.0,Start,38190000
7543,Canada,Steven Fletcher (politician),803973415.0,B,38190000
7544,Canada,Brian Pallister,804018841.0,GA,38190000
7545,Canada,Trevor Kennerd,804103114.0,Stub,38190000
7546,Canada,Kevin Chief,804118985.0,Start,38190000
7547,Canada,Donald Creighton,804139515.0,C,38190000
7548,Canada,Jack Radford,804143236.0,Stub,38190000
7549,Canada,Howard Moscoe,804149674.0,FA,38190000
7550,Canada,Louis Riel,804152406.0,FA,38190000
7551,Canada,Natan Obed,804291499.0,Stub,38190000
7552,Canada,Jeff Rock,804311492.0,Start,38190000
7553,Canada,Brent Hawkes,804311720.0,C,38190000
7554,Canada,Joe Flexer,804419476.0,Start,38190000
7555,Canada,Sam Sullivan,804430436.0,C,38190000
7556,Canada,Ludger Bastien,804524437.0,Stub,38190000
7557,Canada,Ian Gregson,804549630.0,Start,38190000
7558,Canada,David Anderson (British Columbia politician),804593388.0,C,38190000
7559,Canada,David Caplan,804594115.0,C,38190000
7560,Canada,Ray St. Germain,804604990.0,Start,38190000
7561,Canada,Peter North (politician),804681150.0,Start,38190000
7562,Canada,Dave Levac,804681362.0,Start,38190000
7563,Canada,Colin Thatcher,804717465.0,C,38190000
7564,Canada,Monica Ell-Kanayuk,804730405.0,Stub,38190000
7565,Canada,Mila Adjukak Kamingoak,804730429.0,Stub,38190000
7566,Canada,Helen Maksagak,804730554.0,Start,38190000
7567,Canada,Rebekah Williams,804732408.0,Stub,38190000
7568,Canada,Jeannie Ugyuk,804732433.0,Start,38190000
7569,Canada,Women in Canadian politics,804739427.0,B,38190000
7570,Canada,George Brown (Canadian politician),804773548.0,C,38190000
7571,Canada,Gary Merasty,804833650.0,C,38190000
7572,Canada,Étienne-Paschal Taché,804855683.0,Start,38190000
7573,Canada,Percy Wickman,804902569.0,Stub,38190000
7574,Canada,Irwin Cotler,804910840.0,C,38190000
7575,Canada,Hedy Fry,804946212.0,Start,38190000
7576,Canada,Alexander Campbell (Canadian senator),804956528.0,Start,38190000
7577,Canada,Gene Makowsky,804993198.0,C,38190000
7578,Canada,Terry Dennis,805096977.0,Stub,38190000
7579,Canada,Moondog King,805115022.0,B,38190000
7580,Canada,Ferguson Jenkins,805211780.0,C,38190000
7581,Canada,Herb Capozzi,805222420.0,Start,38190000
7582,Canada,Joseph Albert Sullivan,805226834.0,Start,38190000
7583,Canada,Pierre Laporte,805237038.0,C,38190000
7584,Canada,George Rogers (Canadian politician),805248573.0,Start,38190000
7585,Canada,Herb Gray,805251974.0,C,38190000
7586,Canada,Micheline Montreuil,805260550.0,Start,38190000
7587,Canada,Georges Vanier,805281098.0,FA,38190000
7588,Canada,Gerald Sampson,805331754.0,Start,38190000
7589,Canada,Syl Apps,805334983.0,C,38190000
7590,Canada,Fred Rose (politician),805378956.0,C,38190000
7591,Canada,Trevor Hancock,805431313.0,Stub,38190000
7592,Canada,Stephen Lewis,805441258.0,C,38190000
7593,Canada,Thomas Heath Haviland,805624006.0,Start,38190000
7594,Canada,Joseph Perrault (Lower Canada politician),805634549.0,Stub,38190000
7595,Canada,Jacques Rivard,805710954.0,Stub,38190000
7596,Canada,Jacques Saada,805710971.0,Start,38190000
7597,Canada,Shelley Peterson,805766715.0,Stub,38190000
7598,Canada,Henry Nathan Jr.,805854037.0,Start,38190000
7599,Canada,James Bartleman,805865165.0,C,38190000
7600,Canada,James P. Brady,805865701.0,Start,38190000
7601,Canada,James Ross (Canadian lawyer),805865847.0,Stub,38190000
7602,Canada,Jamie Korab,805882488.0,Start,38190000
7603,Canada,James Baby,805938567.0,Start,38190000
7604,Canada,Sam Walsh,806006034.0,Start,38190000
7605,Canada,Thelma Chalifoux,806070509.0,C,38190000
7606,Canada,Edward Blake,806075303.0,C,38190000
7607,Canada,Willie Littlechild,806089849.0,Start,38190000
7608,Canada,Tooker Gomberg,806095567.0,Start,38190000
7609,Canada,William McDougall (politician),806137666.0,C,38190000
7610,Canada,Anam Kazim,806244251.0,Start,38190000
7611,Canada,Salma Zahid,806244656.0,Start,38190000
7612,Canada,Muhammad Fiaz,806245544.0,Stub,38190000
7613,Canada,Yasir Naqvi,806246262.0,C,38190000
7614,Canada,Shad Qadri,806247226.0,Start,38190000
7615,Canada,David Khan,806297859.0,Start,38190000
7616,Canada,John Innes (politician),806356877.0,Stub,38190000
7617,Canada,Kevin Murphy (Canadian politician),806394419.0,Stub,38190000
7618,Canada,Ambrose Shea,806403528.0,C,38190000
7619,Canada,Peter Donolo,806408968.0,Start,38190000
7620,Canada,Mike Harcourt,806426710.0,GA,38190000
7621,Canada,George Springate,806427506.0,Start,38190000
7622,Canada,Alexander Tilloch Galt,806464279.0,C,38190000
7623,Canada,Karina Gould,806493972.0,C,38190000
7624,Canada,Iqra Khalid,806527410.0,Start,38190000
7625,Canada,Paul Martin,806556953.0,GA,38190000
7626,Canada,Bob Kaplan,806574753.0,Start,38190000
7627,Canada,Rana Bokhari,806590267.0,C,38190000
7628,Canada,Peter O'Brian (film producer),806597550.0,Stub,38190000
7629,Canada,Jeane Lassen,806623455.0,Start,38190000
7630,Canada,Chris Kibermanis,806623602.0,Stub,38190000
7631,Canada,Cindy Nicholas,806623770.0,Start,38190000
7632,Canada,Tony Clement,806678784.0,C,38190000
7633,Canada,Thomas D'Arcy McGee,806690740.0,C,38190000
7634,Canada,George-Étienne Cartier,806700269.0,C,38190000
7635,Canada,George Grant (philosopher),806708786.0,C,38190000
7636,Canada,Tina Keeper,806741746.0,Start,38190000
7637,Canada,Ali Ehsassi,806787269.0,C,38190000
7638,Canada,Anthony Housefather,806787301.0,C,38190000
7639,Canada,Celina Caesar-Chavannes,806787429.0,Start,38190000
7640,Canada,Don Rusnak,806787611.0,Start,38190000
7641,Canada,Jim Carr,806787824.0,C,38190000
7642,Canada,Kent Hehr,806787943.0,C,38190000
7643,Canada,Michael McLeod (politician),806788133.0,Start,38190000
7644,Canada,Robert-Falcon Ouellette,806788300.0,C,38190000
7645,Canada,Scott Reid (politician),806788356.0,B,38190000
7646,Canada,Allison Brewer,806789043.0,Start,38190000
7647,Canada,Annita McPhee,806789464.0,Start,38190000
7648,Canada,Bill White (Canadian politician),806829789.0,Start,38190000
7649,Canada,Dave Denine,806839729.0,Stub,38190000
7650,Canada,John A. Macdonald,806839910.0,FA,38190000
7651,Canada,Georges Laraque,806846827.0,C,38190000
7652,Canada,Greg Malone (actor),806848072.0,Start,38190000
7653,Canada,Frank Baylis,806848279.0,C,38190000
7654,Canada,History of monarchy in Canada,806849461.0,FA,38190000
7655,Canada,Jack Layton,806852710.0,GA,38190000
7656,Canada,Jean Augustine,806853168.0,C,38190000
7657,Canada,Serge LeClerc,806863950.0,C,38190000
7658,Canada,Ken Dryden,806892750.0,C,38190000
7659,Canada,Nick Sibbeston,806927054.0,C,38190000
7660,Canada,David Calder (rower),806941754.0,Start,38190000
7661,Canada,Bob MacMillan,806972002.0,Start,38190000
7662,Canada,Wab Kinew,807050623.0,C,38190000
7663,Canada,List of Prime Ministers of Canada,807054086.0,GA,38190000
7664,Canada,John Hamilton Gray (Prince Edward Island politician),807057926.0,Start,38190000
7665,Canada,Olivia Chow,807139638.0,GA,38190000
7666,Canada,Ed Doherty (politician),807175624.0,Start,38190000
7667,Canada,Gabriel Dumont (Métis leader),807233670.0,C,38190000
7668,Canada,David Onley,807237476.0,GA,38190000
7669,Canada,James Douglas (governor),807243266.0,C,38190000
7670,Canada,Louis Rubenstein,807261409.0,Start,38190000
7671,Canada,Morton Shulman,807265127.0,C,38190000
7672,Canada,Fathers of Confederation,807266929.0,B,38190000
7673,Canada,Pearl Calahasen,807267565.0,C,38190000
7674,Canada,Peter Penashue,807267654.0,C,38190000
7675,Canada,Romeo Saganash,807269983.0,C,38190000
7676,Canada,Ron Lemieux,807270094.0,Start,38190000
7677,Canada,Sidney Spivak,807271702.0,C,38190000
7678,Canada,T. J. Burke,807273359.0,Start,38190000
7679,Canada,Susan Kadis,807288552.0,C,38190000
7680,Canada,Al Adair,807298891.0,Start,38190000
7681,Canada,Alexandrine Latendresse,807405641.0,Start,38190000
7682,Canada,Aaron Paquette,807424740.0,Start,38190000
7683,Canada,Amir Khadir,807479923.0,C,38190000
7684,United States,Butler-Belmont family,470173494.0,Start,329878000
7685,United States,Heard-Hawes family,502721672.0,C,329878000
7686,United States,Russell family (American political family),550953646.0,Stub,329878000
7687,United States,Read family of Delaware,651856758.0,Stub,329878000
7688,United States,National Foundation for Women Legislators,667815878.0,Start,329878000
7689,United States,Murray Hill Incorporated,685347694.0,Stub,329878000
7690,United States,Wyllys–Haynes family,699520934.0,Start,329878000
7691,United States,Samuel R. Spencer,701437626.0,Stub,329878000
7692,United States,Garrett D. Kinney,703098503.0,Stub,329878000
7693,United States,Gregory Schulte,705886439.0,Start,329878000
7694,United States,Playing Fox,706317015.0,Stub,329878000
7695,United States,Michael M. Davis,706435364.0,Stub,329878000
7696,United States,Andrew Wiggin (judge),706605760.0,Stub,329878000
7697,United States,Eugene Little Coyote,707654266.0,Stub,329878000
7698,United States,Rodney family of Delaware,708366500.0,Start,329878000
7699,United States,Sah-wich-ol-gadhw,710803018.0,Stub,329878000
7700,United States,John Brown (biography),712280275.0,Start,329878000
7701,United States,Henry Throop Stanton,712528813.0,Stub,329878000
7702,United States,South–Cockrell–Hargis family,712578434.0,C,329878000
7703,United States,Matheson family,712812632.0,Stub,329878000
7704,United States,Beshekee,713552630.0,Start,329878000
7705,United States,David Hardt,713934035.0,Stub,329878000
7706,United States,Raymond Pitcairn,715485245.0,Stub,329878000
7707,United States,Norman Myhra,718098566.0,Stub,329878000
7708,United States,Frank M. Dixon,718734451.0,Start,329878000
7709,United States,Tom Moody (politician),718858500.0,Stub,329878000
7710,United States,Harrison E. Havens,719133534.0,Start,329878000
7711,United States,Jarvis W. Pike,719332094.0,Stub,329878000
7712,United States,Monica Milne,720107711.0,Stub,329878000
7713,United States,Kidder family,720356154.0,Start,329878000
7714,United States,LaRue Parker,720356280.0,Stub,329878000
7715,United States,Lawrence O. Murray,720356495.0,Stub,329878000
7716,United States,Walk-in-the-Water,720977067.0,Stub,329878000
7717,United States,Richard Real Bird,721369686.0,Stub,329878000
7718,United States,Clifford Birdinground,721369751.0,Start,329878000
7719,United States,Vincent Goes Ahead,721369784.0,Start,329878000
7720,United States,Henry A. Smythe,721411696.0,Stub,329878000
7721,United States,Marge Anderson,721800605.0,Start,329878000
7722,United States,Robert T. Oestreicher,721838961.0,Stub,329878000
7723,United States,Melanie Benjamin (Ojibwe leader),721970051.0,Stub,329878000
7724,United States,Trenton Stokes,722109064.0,Stub,329878000
7725,United States,Philip Mastin,722562134.0,Stub,329878000
7726,United States,Thomas Shannon (Ohio politician),722771207.0,Start,329878000
7727,United States,William A. Lake,722771593.0,Stub,329878000
7728,United States,Paul D. McGowan,722989634.0,Stub,329878000
7729,United States,Landrieu family,723572293.0,Stub,329878000
7730,United States,Floyd F. Green,723677112.0,Stub,329878000
7731,United States,John Nelson Hinkle,723696164.0,Stub,329878000
7732,United States,Samuel Jackson Swartz,723696504.0,Stub,329878000
7733,United States,George Silas Peters,723705126.0,Stub,329878000
7734,United States,Gilbert G. Collins,723705178.0,Stub,329878000
7735,United States,Thomas Wood (mayor),723741317.0,Stub,329878000
7736,United States,John Guerrant Miller,723745241.0,Stub,329878000
7737,United States,William Long (mayor),723785326.0,Stub,329878000
7738,United States,James Robinson (Ohio),723792502.0,Stub,329878000
7739,United States,John Laughrey,723799178.0,Stub,329878000
7740,United States,Eli C. King,723799187.0,Stub,329878000
7741,United States,Keith Westmoreland,724547793.0,Stub,329878000
7742,United States,John Chester (Connecticut),725077269.0,Stub,329878000
7743,United States,Savanukah,726603154.0,Stub,329878000
7744,United States,Gerard Parker,726654858.0,Stub,329878000
7745,United States,John Shaffer,726723718.0,Start,329878000
7746,United States,William T. Martin (mayor),728451018.0,Start,329878000
7747,United States,Alexander Patton,728453557.0,Stub,329878000
7748,United States,George W. Meeker,728518410.0,Stub,329878000
7749,United States,John H. Heitmann,728625614.0,Stub,329878000
7750,United States,John Addison Thomas,729068637.0,Stub,329878000
7751,United States,William H. Stead,731519296.0,Stub,329878000
7752,United States,William B. Camp,731660598.0,Stub,329878000
7753,United States,Henry A. Moehlenpah,733895312.0,Start,329878000
7754,United States,John Kostuck,734527671.0,Start,329878000
7755,United States,John G. King (politician),734832431.0,Stub,329878000
7756,United States,Anton D. Strouf,736331711.0,Stub,329878000
7757,United States,William Schneider (politician),737156973.0,Start,329878000
7758,United States,Seymour-Conkling family,737278861.0,Stub,329878000
7759,United States,Rick McIntyre,737914671.0,Start,329878000
7760,United States,Howe family (United States politicians),738199614.0,C,329878000
7761,United States,Coit D. Blacker,738258270.0,Stub,329878000
7762,United States,Walt Dziedzic,738272520.0,Start,329878000
7763,United States,Matthew Mechtel,738297570.0,Start,329878000
7764,United States,George Nelson Lester,738357014.0,Stub,329878000
7765,United States,Hardy Strickland,738357018.0,Stub,329878000
7766,United States,Samuel Calley,738468592.0,Stub,329878000
7767,United States,Walter Foxcroft Hawkins,738626667.0,Stub,329878000
7768,United States,John Henry Whallen,738628835.0,C,329878000
7769,United States,Office-holders of the United States,739780229.0,Start,329878000
7770,United States,Henry William Worley,740435128.0,Stub,329878000
7771,United States,Matthew Box,741834878.0,Stub,329878000
7772,United States,Edward Kern (police officer),742129851.0,C,329878000
7773,United States,James John Thomas,742470225.0,Stub,329878000
7774,United States,Trembling Earth,743281119.0,Stub,329878000
7775,United States,Harry Woods (Illinois politician),743383299.0,Stub,329878000
7776,United States,Kent Kane Parrot,743537215.0,C,329878000
7777,United States,Damien Marchesseault,743537444.0,Start,329878000
7778,United States,Nicole Murray-Ramirez,743686472.0,Start,329878000
7779,United States,Muhlenberg family,744097921.0,Start,329878000
7780,United States,James G. Field,744365456.0,Start,329878000
7781,United States,James G. Bull,744447497.0,Stub,329878000
7782,United States,Margo Frasier,744558066.0,Stub,329878000
7783,United States,Whitehill–Wise family,744696341.0,Stub,329878000
7784,United States,John Bailhache,745569762.0,Stub,329878000
7785,United States,Robert H. Jeffrey,745789860.0,Start,329878000
7786,United States,Samuel Lewis (politician),745796315.0,Stub,329878000
7787,United States,Barbour family,746818554.0,Start,329878000
7788,United States,John H. Crockett,746922350.0,Stub,329878000
7789,United States,Walter Shelley,747271200.0,Stub,329878000
7790,United States,Smoot–Rowlett family,747317075.0,Start,329878000
7791,United States,John N. Hagan,747355227.0,Stub,329878000
7792,United States,Thomas Rhea,747758944.0,GA,329878000
7793,United States,"William H. Jeffreys, Jr.",747774517.0,Stub,329878000
7794,United States,King political family,747982481.0,Start,329878000
7795,United States,Waterman family,747982801.0,Start,329878000
7796,United States,Henry Loucks,748071357.0,Stub,329878000
7797,United States,George Graham (soldier),748841745.0,Start,329878000
7798,United States,William Arnold Carter,748865498.0,Stub,329878000
7799,United States,"Politics of Dayton, Ohio",749469278.0,C,329878000
7800,United States,John McDowell (Pennsylvania),750025676.0,Stub,329878000
7801,United States,Susan Bitter Smith,750924529.0,C,329878000
7802,United States,Kenyon E. Giese,751022785.0,Stub,329878000
7803,United States,Armistead Thomson Mason,751647695.0,C,329878000
7804,United States,Albert Frink,752305258.0,Start,329878000
7805,United States,Gentry Collins,752331337.0,Stub,329878000
7806,United States,Louis Cardis,752496450.0,Stub,329878000
7807,United States,Charley Lockhart,753684222.0,Stub,329878000
7808,United States,Thomas Johnson (Kansas politician),753811222.0,Stub,329878000
7809,United States,Benjamin Long,753827439.0,Start,329878000
7810,United States,Rudy Lozano,754080467.0,Start,329878000
7811,United States,Robert P. Lamont,754478142.0,Start,329878000
7812,United States,Frank Harris Hitchcock,754478861.0,Start,329878000
7813,United States,Robert Murphy Mayo,754865150.0,Start,329878000
7814,United States,Lee–Hamblin family,755758078.0,Start,329878000
7815,United States,Henry Wharton Conway,755782930.0,Start,329878000
7816,United States,Phil Reitinger,755866300.0,Start,329878000
7817,United States,Eliseo Alcon,756170846.0,Start,329878000
7818,United States,Robert Brown (Georgia politician),756392850.0,Stub,329878000
7819,United States,Christine Tartaglione,756788897.0,C,329878000
7820,United States,Milo Bloom,757065414.0,Start,329878000
7821,United States,Wretha Hanson,757338650.0,Stub,329878000
7822,United States,"Russell G. Lloyd, Sr.",757645912.0,Start,329878000
7823,United States,Tom Maidhc O'Flaherty,758192183.0,Start,329878000
7824,United States,Augustus Stoner Decker,758192992.0,Stub,329878000
7825,United States,John Kerr (US politician),758373224.0,Stub,329878000
7826,United States,William Arden Maury,759413795.0,Stub,329878000
7827,United States,Mary Kim Titla,759815715.0,Start,329878000
7828,United States,Barby Wells,759978791.0,Stub,329878000
7829,United States,Sylvanus Lowry,760109296.0,Start,329878000
7830,United States,John Huyler,760386151.0,Start,329878000
7831,United States,Larry Clapp,761126708.0,Start,329878000
7832,United States,Abram Irvin McDowell,761157551.0,Start,329878000
7833,United States,Warren Jenkins,761332661.0,Stub,329878000
7834,United States,Claiborne-Dallas-Boggs family,761403440.0,Start,329878000
7835,United States,Middleton-Rutledge-Pinckney family,761413282.0,Start,329878000
7836,United States,Scranton family,761415640.0,Stub,329878000
7837,United States,James C. Webb,762042495.0,Stub,329878000
7838,United States,George A. Waggaman,762380926.0,Start,329878000
7839,United States,Edward Winn,762851362.0,Stub,329878000
7840,United States,List of Latino Democrats,763016935.0,C,329878000
7841,United States,Doug Sosnik,763071951.0,Stub,329878000
7842,United States,Rebecca Gernhardt Cox,763079820.0,Start,329878000
7843,United States,William S. Derrick,763224977.0,Stub,329878000
7844,United States,John A. Wilson (politician),763298140.0,Start,329878000
7845,United States,Desson Thomson,763464659.0,Stub,329878000
7846,United States,Peter Tarnoff,763538400.0,Start,329878000
7847,United States,Anthony M. Frank,763798609.0,Stub,329878000
7848,United States,Matthew A. Dunn,763883951.0,Start,329878000
7849,United States,Kristie Canegallo,763903832.0,Stub,329878000
7850,United States,Charles H. Voorhis,763964325.0,Start,329878000
7851,United States,Charles Tyroler II,763966332.0,Stub,329878000
7852,United States,Chris Cole (politician),763970153.0,C,329878000
7853,United States,Gerald A. Reynolds,764107941.0,Start,329878000
7854,United States,Edward Follansbee Noyes,764146217.0,Start,329878000
7855,United States,Eugene Fubini,764159230.0,Stub,329878000
7856,United States,Frelinghuysen family,764308890.0,Start,329878000
7857,United States,George P. Lawrence,764318631.0,C,329878000
7858,United States,Jacob Haussling,764505686.0,Stub,329878000
7859,United States,Leonard Staisey,764598614.0,Stub,329878000
7860,United States,Thomas K. Harris,764770780.0,Start,329878000
7861,United States,George Greer,764793602.0,Start,329878000
7862,United States,Michael J. Matthews,764834687.0,C,329878000
7863,United States,Michael J. Ryan (Philadelphia politician),764834692.0,Stub,329878000
7864,United States,Albert J. Pullen,764836516.0,Start,329878000
7865,United States,Peter Salentine,765078510.0,Stub,329878000
7866,United States,Gregory Lorjuste,765107720.0,Stub,329878000
7867,United States,Frank L. Shaw,765121702.0,B,329878000
7868,United States,Stephen Higgins,765217334.0,Stub,329878000
7869,United States,Bill Bryant (politician),765251396.0,Start,329878000
7870,United States,Thorn Lord,765260317.0,Start,329878000
7871,United States,Robert Snyder (civil servant),765501465.0,Stub,329878000
7872,United States,Thomas Hill Moore,765666056.0,Stub,329878000
7873,United States,George L. Rives,765757279.0,Start,329878000
7874,United States,James William Marshall,765795179.0,C,329878000
7875,United States,Suzanne Pharr,766141386.0,Stub,329878000
7876,United States,Colin R. McMillan,766205249.0,Start,329878000
7877,United States,Jill Alper,766275439.0,C,329878000
7878,United States,Carnahan family,766870659.0,Stub,329878000
7879,United States,Ralph Justice,766921180.0,Stub,329878000
7880,United States,Hale Johnson,766930428.0,Start,329878000
7881,United States,Ford family (Memphis),767010739.0,Start,329878000
7882,United States,Edwards–Lincoln–Porter family,767099817.0,Start,329878000
7883,United States,Clifford M. Hardin,767153908.0,Start,329878000
7884,United States,Stephen Ostroff,767384237.0,Stub,329878000
7885,United States,Women & Politics Institute,767842868.0,Start,329878000
7886,United States,Symington family (United States),767999364.0,Start,329878000
7887,United States,Justin Holland (politician),768181435.0,Start,329878000
7888,United States,The Family (Arkansas politics),768192129.0,C,329878000
7889,United States,Weld family,768203069.0,C,329878000
7890,United States,Jennifer Arndt,768238652.0,Stub,329878000
7891,United States,Thomas McKee Bayne,768959494.0,Start,329878000
7892,United States,William Couch,769460156.0,C,329878000
7893,United States,Lezlee Westine,769685746.0,Start,329878000
7894,United States,Janet J. McCoy,769717451.0,Stub,329878000
7895,United States,Julia Lathrop,769882854.0,C,329878000
7896,United States,E. T. Klassen,770169625.0,Stub,329878000
7897,United States,Oscar Hernandez (politician),770535786.0,Stub,329878000
7898,United States,Joseph L. White,770818162.0,Start,329878000
7899,United States,John A. Treutlen,770818410.0,C,329878000
7900,United States,List of Asian Pacific American Democrats,771190539.0,Start,329878000
7901,United States,Fendall family,771208266.0,Start,329878000
7902,United States,Christopher Tompkins,771270676.0,Stub,329878000
7903,United States,Ronnie Eldridge,771538072.0,Start,329878000
7904,United States,Gerald Washington,771848421.0,Start,329878000
7905,United States,John Milton Elliott,771976618.0,Start,329878000
7906,United States,Woodworth political family,772068379.0,Start,329878000
7907,United States,Felt family,772447886.0,Stub,329878000
7908,United States,John W. Stephens,772656152.0,C,329878000
7909,United States,J. Edward Addicks,772683503.0,C,329878000
7910,United States,Scott Simon (politician),773508072.0,Start,329878000
7911,United States,Robert Mahoney,773527170.0,Stub,329878000
7912,United States,Harry Minto,773709753.0,Start,329878000
7913,United States,David Weintraub (official),773780592.0,Stub,329878000
7914,United States,Floyd Parker,773844532.0,Stub,329878000
7915,United States,Tom Hoefling,773888711.0,Start,329878000
7916,United States,Howard Bayless,773981645.0,Start,329878000
7917,United States,La Follette family,774389738.0,Start,329878000
7918,United States,Arthur W. Aleshire,774810780.0,Stub,329878000
7919,United States,Roland Kotani,775182017.0,Stub,329878000
7920,United States,Edward Dexter Holbrook,775528400.0,Start,329878000
7921,United States,Robert Potter (U.S. politician),775561860.0,Start,329878000
